ID	Log2FC	FDR	AveExpr	P value	MUP-uPA_1 CPM	MUP-uPA_2 CPM	MUP-uPA_3 CPM	MUP-uPA_4 CPM	MUP-uPA-doubleTrt_1 CPM	MUP-uPA-doubleTrt_2 CPM	MUP-uPA-doubleTrt_3 CPM	MUP-uPA-doubleTrt_4 CPM
ENSMUSG00000039081	-0.730624778	0.358535072	1.402226773	0.056693755	2.413	5.435	3.41	2.112	2.226	1.26	2.301	1.314
ENSMUSG00000039067	0.297419662	0.358668606	5.77839779	0.056738404	44.702	58.082	47.189	57.814	52.35	54.34	59.692	61.089
ENSMUSG00000049555	0.640361	0.35932122	3.92717666	0.056865218	7.24	18.478	5.081	18.922	16.22	14.575	18.815	19.633
ENSMUSG00000007039	-0.825250211	0.360065706	0.847521446	0.057006663	3.045	2.989	1.74	1.254	1.527	1.499	1.015	0.438
ENSMUSG00000018995	0.3226123	0.36049448	4.077915488	0.057098201	16.318	18.274	13.015	15.639	17.62	16.974	17.732	17.955
ENSMUSG00000030352	-0.283416005	0.360811885	5.333340379	0.057172148	49.184	53.667	47.816	37.157	35.239	34.127	31.741	35.544
ENSMUSG00000026201	0.291927249	0.360813651	5.400142394	0.057196101	33.119	45.706	40.446	41.059	43.689	49.459	43.483	38.605
ENSMUSG00000003161	-0.271175828	0.360833403	5.723740398	0.057222908	68.317	65.759	63.546	47.848	44.272	43.604	46.495	45.762
ENSMUSG00000015085	-0.872449312	0.361124284	1.144620379	0.057292731	4.884	2.581	3.271	0.694	1.527	1.26	1.218	1.46
ENSMUSG00000001105	0.265872299	0.361271242	5.197551906	0.057486505	35.566	37.159	36.68	31.613	40.074	37.906	37.832	34.96
ENSMUSG00000020758	-1.000182643	0.361271242	0.075358633	0.057394978	1.609	0.611	1.81	1.122	0.827	0.36	0.88	0.219
ENSMUSG00000021832	0.273394051	0.361271242	6.321693317	0.057438261	77.51	79.142	76.491	73.587	90.834	87.447	87.576	64.958
ENSMUSG00000022178	-0.670464752	0.361271242	2.67076028	0.0574818	13.732	5.978	8.283	4.62	7.124	5.338	3.046	2.628
ENSMUSG00000025742	-0.341161979	0.361271242	4.45842679	0.057411428	29.82	26.833	26.796	20.525	19.719	23.571	14.483	15.181
ENSMUSG00000028766	-0.447483228	0.361271242	4.093982968	0.057534322	22.523	22.078	22.481	16.103	18.701	16.254	7.377	11.824
ENSMUSG00000036854	0.417373897	0.361271242	3.682791797	0.057553085	8.044	16.44	10.51	11.286	15.203	15.114	12.317	12.335
ENSMUSG00000038774	0.274107343	0.361271242	6.526839593	0.057522249	97.448	82.198	83.104	90.417	87.526	99.563	95.021	98.093
ENSMUSG00000044583	-0.547966709	0.361271242	2.466401117	0.057420789	6.837	7.948	6.751	5.676	2.417	3.959	6.362	3.795
ENSMUSG00000087528	-1.144951766	0.361271242	0.497404632	0.057492011	3.137	1.175	1.903	1.138	0.882	1.669	0.069	0.312
ENSMUSG00000000028	-0.64489351	0.361747328	1.260507874	0.057714168	3.447	2.446	3.271	2.508	1.336	1.619	1.489	2.19
ENSMUSG00000009905	-0.291113989	0.361747328	4.626863315	0.05772387	28.786	28.396	25.892	31.349	20.8	21.952	22.199	18.538
ENSMUSG00000042712	-0.383370032	0.361747328	4.053987525	0.057670912	28.039	15.489	18.653	17.093	14.885	15.414	12.521	11.24
ENSMUSG00000055312	0.377250932	0.361747328	4.709896174	0.057690611	33.498	17.866	27.771	17.357	26.525	32.148	25.312	27.224
ENSMUSG00000024082	0.389987566	0.362126849	3.413362957	0.057814892	11.319	8.56	10.719	8.118	8.969	12.055	11.573	12.481
ENSMUSG00000030287	0.275705593	0.362126849	6.370473376	0.05783195	71.19	83.15	82.895	79.197	83.455	83.429	81.823	92.109
ENSMUSG00000042942	-0.692256272	0.362616223	1.593134715	0.057933896	4.884	1.97	4.106	4.026	1.272	2.219	2.91	1.898
ENSMUSG00000032436	-0.604954271	0.362646644	1.762455634	0.05796255	3.62	5.774	2.645	4.62	2.099	2.999	2.301	2.336
ENSMUSG00000001128	-0.671433985	0.363055968	3.75267766	0.058075779	8.159	36.752	10.51	14.651	10.177	7.917	9.272	11.313
ENSMUSG00000028357	-1.02911858	0.363055968	0.574466822	0.058093585	3.333	0.883	2.436	0.99	0.318	1.14	1.421	0.438
ENSMUSG00000041966	0.346096711	0.363055968	3.835294747	0.058099436	15.169	12.364	12.319	13.002	17.365	15.714	15.701	11.167
ENSMUSG00000027104	0.262170371	0.363360928	5.681209902	0.05817208	49.816	50.814	51.505	45.406	54.767	53.98	58.474	43.865
ENSMUSG00000009378	-0.315837204	0.363461032	5.885915084	0.058388423	84.29	64.468	76.77	53.062	52.477	57.998	51.639	37.077
ENSMUSG00000020250	0.278001214	0.363461032	7.314906565	0.058246486	150.941	168.065	144.004	147.175	174.289	154.322	159.518	168.963
ENSMUSG00000024327	0.268752849	0.363461032	5.766183992	0.058328854	51.854	54.704	48.334	53.791	50.866	61.637	52.217	59.11
ENSMUSG00000027936	-0.353962112	0.363461032	3.664938224	0.058336667	13.56	18.342	13.363	14.519	9.987	11.696	10.964	8.977
ENSMUSG00000029196	0.317905091	0.363461032	4.430457774	0.058426285	17.677	22.717	19.553	20.917	26.825	21.525	20.599	20.83
ENSMUSG00000041891	0.297120899	0.363461032	8.350749567	0.058357654	313.316	300.466	350.232	277.982	319.636	350.749	343.401	343.4
ENSMUSG00000042428	-1.094001236	0.363461032	-0.295377122	0.058426581	0.919	0.815	1.322	0.858	0.445	0.36	0.812	0
ENSMUSG00000062082	-1.341416941	0.363461032	-0.179605043	0.058409113	0.689	2.785	0.418	0.726	0.064	0.3	0.338	0.876
ENSMUSG00000071722	-0.937122405	0.363461032	0.167234286	0.058281007	2.011	1.562	1.462	0.462	0.763	0.84	0.541	0.365
ENSMUSG00000113917	1.045686887	0.363461032	-0.381605943	0.058246774	0.287	0.543	0.209	0.726	0.509	1.32	0.88	0.584
ENSMUSG00000036499	0.271329886	0.36354403	6.398797845	0.058473813	73.258	91.03	75.656	83.487	82.31	88.647	90.825	85.905
ENSMUSG00000044938	1.094940462	0.36354403	-0.497441664	0.058487629	0.804	0.068	0.418	0.264	0.7	0.84	0.609	0.876
ENSMUSG00000071068	-0.948860827	0.363564046	0.058119778	0.058514704	1.149	2.038	1.114	0.792	0.382	0.42	1.083	0.438
ENSMUSG00000026617	0.294098099	0.364071343	6.011886234	0.05862024	57.687	71.805	49.417	66.262	62.21	67.535	68.491	69.264
ENSMUSG00000013833	-0.418772598	0.364216835	2.871040791	0.058739255	8.676	8.627	9.675	7.854	4.962	6.118	5.211	6.861
ENSMUSG00000020472	-0.40637191	0.364216835	3.318020377	0.058719326	13.523	10.419	13.433	10.214	9.814	9.039	6.632	6.47
ENSMUSG00000022194	0.299423413	0.364216835	4.818995613	0.058686084	22.294	30.841	26.24	27.389	29.578	32.688	29.643	25.326
ENSMUSG00000060166	-0.45706603	0.364216835	2.563650845	0.058735155	7.757	8.763	5.498	6.402	4.516	5.458	4.534	3.868
ENSMUSG00000026817	-0.907692163	0.364311467	0.340973611	0.058786731	2.011	0.951	2.227	1.056	0.445	0.48	1.083	0.949
ENSMUSG00000026821	-0.525642168	0.364311467	1.965320357	0.058826227	5.056	5.503	3.898	4.422	3.689	2.699	2.842	2.409
ENSMUSG00000033342	1.063837193	0.364311467	-0.686886724	0.058807966	0.402	0.204	0.626	0.132	0.636	0.72	0.474	0.73
ENSMUSG00000014496	0.390500917	0.364644806	4.322529194	0.059043233	17.525	15.625	24.569	15.245	25.952	24.891	19.153	15.473
ENSMUSG00000020573	-0.766418214	0.364644806	1.90904972	0.059017846	4.482	9.239	4.106	1.782	2.354	1.799	3.587	2.336
ENSMUSG00000024843	0.875223283	0.364644806	5.548186078	0.05891761	22.753	29.822	18.444	66.064	23.853	20.692	95.765	85.029
ENSMUSG00000024948	-0.393054255	0.364644806	3.652006219	0.059071454	14.882	17.323	16.913	11.022	9.351	12.415	11.641	7.299
ENSMUSG00000027770	0.256098592	0.364644806	5.863409358	0.059070246	53.493	60.12	56.864	54.052	62.146	63.576	56.647	56.418
ENSMUSG00000030759	-0.456502546	0.364644806	3.121335669	0.059023212	9.71	11.413	11.206	9.702	5.28	5.938	10.219	5.839
ENSMUSG00000031861	-0.959761095	0.364644806	-0.178389583	0.059048002	1.149	1.698	0.557	0.792	0.636	0.42	0.541	0.292
ENSMUSG00000032965	-0.774987848	0.364644806	1.260921339	0.059003602	4.079	1.902	4.523	1.584	1.908	1.979	1.421	0.949
ENSMUSG00000051000	0.476853712	0.364665408	3.101175223	0.059098718	5.516	9.103	6.125	9.174	8.587	7.277	11.708	9.561
ENSMUSG00000039114	0.333596518	0.365231047	8.167253069	0.059214351	250.228	264.082	327.333	236.073	308.568	257.244	370.134	272.895
ENSMUSG00000043631	-0.733496866	0.365252438	1.479291849	0.059241784	2.758	3.872	4.454	2.97	1.654	1.26	3.519	1.095
ENSMUSG00000026784	0.60211189	0.365318377	1.4062011	0.059300418	1.913	2.211	2.325	2.072	3.498	3.437	2.324	2.263
ENSMUSG00000053062	0.310283337	0.365318377	4.654120694	0.05930039	25.166	22.282	21.785	25.475	30.66	28.729	25.379	20.217
ENSMUSG00000031015	-0.391666258	0.365321293	4.277209258	0.059324861	25.208	26.375	25.748	15.871	19.583	15.589	17.592	10.291
ENSMUSG00000071178	0.382392894	0.365414695	11.70368995	0.059364004	3603.794	2676.07	3382.257	2637.989	3950.759	3373.439	3517.521	3398.234
ENSMUSG00000030386	0.362126244	0.366095492	3.282257109	0.059498624	9.538	8.695	9.118	8.316	11.004	10.136	9.949	9.707
ENSMUSG00000022146	-0.452792354	0.366165647	3.950214362	0.059534051	23.443	15.217	20.741	15.773	8.142	10.616	18.747	11.313
ENSMUSG00000030284	0.353837929	0.366180643	4.76097193	0.059560515	25.396	26.018	20.88	27.983	26.016	23.811	26.868	37.004
ENSMUSG00000013974	-1.03754329	0.366507324	-0.682069422	0.059637699	0.747	0.611	0.626	0.792	0.191	0.18	0.541	0.292
ENSMUSG00000036944	-0.461251759	0.366968356	3.111362251	0.059758588	13.56	8.424	12.459	7.458	5.979	8.217	5.414	7.372
ENSMUSG00000038400	-0.498861571	0.366968356	2.664987893	0.059809028	11.032	5.027	7.587	7.128	5.089	4.798	5.279	4.233
ENSMUSG00000065987	1.256901024	0.366968356	-0.647747421	0.059793147	0.057	0.272	0.487	0.462	0.636	1.26	0.203	0.657
ENSMUSG00000105597	-0.710455257	0.366968356	1.469982205	0.059796892	5.056	3.872	2.436	2.508	2.481	2.699	1.218	1.095
ENSMUSG00000047153	0.29443207	0.36704996	4.489568957	0.059846411	20.685	19.768	23.873	20.657	22.899	23.931	22.131	23.866
ENSMUSG00000053835	-0.41147016	0.367284741	2.904310836	0.059932888	9.308	10.801	7.726	7.854	5.025	6.957	6.294	5.547
ENSMUSG00000059713	-0.560598927	0.367284741	1.731278438	0.059925154	4.539	5.027	3.202	3.366	2.099	2.519	3.113	1.971
ENSMUSG00000032459	0.304651996	0.367454113	4.424665072	0.059984636	21.144	20.38	16.704	22.637	22.2	23.331	22.875	20.728
ENSMUSG00000020534	0.320909327	0.367576277	7.118417696	0.060052968	116.551	136.394	115.423	152.903	126.225	135.571	172.991	146.475
ENSMUSG00000062866	-0.309265756	0.367576277	4.180721301	0.060081735	23.787	19.7	20.254	20.723	16.666	15.534	15.701	12.846
ENSMUSG00000063146	-0.552562791	0.367576277	2.277938974	0.060087102	4.941	7.541	4.385	6.864	3.626	2.759	3.316	4.671
ENSMUSG00000086914	0.911708061	0.367576277	-0.120465228	0.060101049	0.46	0.883	0.557	0.462	1.417	0.66	1.218	0.657
ENSMUSG00000018401	0.428005106	0.367782014	6.244541344	0.060159515	56.94	69.835	52.827	92.067	63.291	63.036	95.021	104.37
ENSMUSG00000060090	-0.339646336	0.367782014	4.373542939	0.06018295	26.488	32.132	21.994	17.621	16.029	16.974	17.664	17.882
ENSMUSG00000009828	0.331803175	0.36782388	4.69297316	0.06037902	26.143	19.7	25.474	25.079	22.836	23.991	32.824	28.465
ENSMUSG00000029249	0.265182524	0.36782388	5.417114097	0.06028107	41.542	43.477	37.793	41.248	44.145	40.725	47.781	42.77
ENSMUSG00000029552	-0.707353858	0.36782388	1.717854446	0.060334907	7.642	3.329	3.271	2.376	3.18	2.279	1.76	1.752
ENSMUSG00000034959	-0.857174144	0.36782388	0.739053897	0.060382872	1.781	3.329	0.974	2.31	0.763	0.66	1.218	1.46
ENSMUSG00000038244	0.452151989	0.36782388	4.270136896	0.060238718	11.77	23.902	13.363	19.547	17.047	17.226	27.071	22.115
ENSMUSG00000048410	0.27207171	0.36782388	4.805089696	0.060321352	26.086	28.328	27.284	25.277	29.451	31.008	26.53	27.954
ENSMUSG00000052914	0.291800795	0.36782388	6.891644139	0.060337229	143.127	102.239	105.445	102.56	110.425	134.35	126.356	121.814
ENSMUSG00000097380	0.612540423	0.36782388	1.275547988	0.060282335	1.804	2.471	1.883	1.59	2.163	3.188	2.508	2.658
ENSMUSG00000024913	0.388025728	0.368357039	6.480990199	0.060558851	58.722	112.225	67.374	88.965	77.857	86.068	106.932	109.479
ENSMUSG00000025089	0.33680841	0.368357039	7.604420467	0.060530179	208.571	178.255	221.54	124.141	234.845	182.332	210.818	190.859
ENSMUSG00000028207	0.264982352	0.368357039	6.303131959	0.060567072	78.257	75.405	71.202	78.471	80.465	79.17	81.823	82.985
ENSMUSG00000052435	0.651808673	0.368357039	1.931309042	0.060517692	3.333	4.891	1.949	2.112	5.916	4.018	4.67	2.482
ENSMUSG00000040751	-1.107318634	0.368489451	-0.02175798	0.060613021	1.639	2.143	0.458	0.685	0.376	0.314	1.047	0.264
ENSMUSG00000049538	-1.395956852	0.369134618	-1.049242746	0.060743365	0.689	0.136	0.696	0.594	0.318	0.3	0	0.073
ENSMUSG00000003184	0.261366511	0.369156869	5.812561648	0.060777709	56.308	60.256	52.34	47.914	61.764	52.54	59.151	57.075
ENSMUSG00000027429	0.365871921	0.369156869	5.806167239	0.060795469	46.885	44.36	60.901	53.854	41.537	54.22	68.829	71.745
ENSMUSG00000027859	-0.480254579	0.369168226	2.87637729	0.060821561	12.468	5.638	8.631	8.778	6.297	6.058	5.008	5.328
ENSMUSG00000048833	0.27874291	0.369803232	5.22894249	0.060964597	36.58	33.411	37.366	35.705	34.753	43.434	42.147	34.595
ENSMUSG00000084880	1.07756677	0.369803232	-0.558333545	0.060974708	0.348	0.765	0.227	0.18	1.069	0.707	0.709	0.367
ENSMUSG00000071862	-0.701773081	0.369916868	0.98606621	0.061017716	2.643	1.495	2.854	2.64	1.527	1.14	1.083	1.533
ENSMUSG00000048058	-0.325771672	0.369931605	4.003566622	0.061063167	20.168	20.108	19.21	15.707	14.694	11.336	12.453	14.67
ENSMUSG00000072115	0.398966478	0.369931605	5.981432543	0.061068691	69.558	49.869	72.726	39.502	85.202	69.593	75.374	41.904
ENSMUSG00000024436	0.306357031	0.370087262	4.456073266	0.061118669	23.368	19.003	21.901	18.561	23.002	25.581	18.796	23.696
ENSMUSG00000014418	0.329470701	0.370547077	3.983627501	0.061267544	14.02	15.964	13.015	15.905	14.248	16.794	16.378	18.465
ENSMUSG00000018427	0.721208798	0.370547077	4.653818511	0.061259678	16.146	16.236	13.224	33.527	13.612	15.174	52.722	35.544
ENSMUSG00000026193	0.333181221	0.370547077	10.58657044	0.061261659	1430.06	1496.624	1509.435	1336.253	1581.639	1758.303	1692.368	1448.264
ENSMUSG00000040433	0.255025997	0.371564648	5.565210215	0.061460172	45.621	48.436	44.336	44.218	50.887	44.983	48.322	49.485
ENSMUSG00000061482	-0.272937627	0.372276982	4.714972366	0.061602424	34.13	31.657	29.441	26.333	24.617	21.952	22.875	19.925
ENSMUSG00000031381	0.561772603	0.372606485	2.8114849	0.061681396	5.631	5.367	4.246	8.25	4.834	6.298	10.084	9.78
ENSMUSG00000019782	0.277862412	0.373011523	4.702827106	0.061797395	25.05	28.328	25.335	20.921	26.652	26.21	25.986	28.246
ENSMUSG00000048621	-0.915380417	0.373011523	0.778370923	0.061773253	2.126	3.057	1.361	2.178	0.827	1.439	1.693	0.152
ENSMUSG00000037686	-0.284989784	0.373490079	6.191525184	0.061901184	92.219	85.052	94.518	68.901	53.813	71.313	58.474	64.593
ENSMUSG00000050022	-0.727181388	0.373520965	0.484010905	0.06193081	1.521	1.853	1.75	1.555	0.763	1.14	1.083	0.584
ENSMUSG00000051495	0.58817527	0.373620956	6.480824054	0.062013171	59.411	78.938	60.901	100.646	51.905	58.298	161.887	129.112
ENSMUSG00000054766	0.264833323	0.373620956	6.755498325	0.062020932	103.424	107.605	106.629	98.138	100.63	114.797	112.82	115.902
ENSMUSG00000061758	-0.650166165	0.373620956	1.472941741	0.062013972	3.677	4.416	3.41	2.244	1.463	1.379	2.707	2.19
ENSMUSG00000026829	-0.994141289	0.373745294	0.241044851	0.062066094	2.068	0.951	0.974	1.848	0.318	0.78	0.271	1.241
ENSMUSG00000030766	-0.376653648	0.374880534	3.535049976	0.062295472	12.181	17.119	13.642	12.078	11.64	8.337	9.61	8.028
ENSMUSG00000038170	0.2813525	0.374880534	7.372946093	0.062303812	150.539	162.495	174.629	146.251	160.168	166.198	174.543	183.633
ENSMUSG00000036339	0.281191736	0.375160108	4.583047657	0.062374891	25.109	23.708	23.038	19.667	27.543	26.15	23.349	21.823
ENSMUSG00000020744	0.447929649	0.375255563	3.190024137	0.062415383	6.033	10.39	6.125	9.694	9.223	11.276	10.49	8.32
ENSMUSG00000017167	-0.556451619	0.375833076	2.740216504	0.062559597	10.285	10.19	7.517	5.28	6.31	6.879	2.639	4.16
ENSMUSG00000060470	-0.574900118	0.375833076	2.186086438	0.062560758	6.32	6.793	5.22	4.158	1.717	4.798	3.655	3.211
ENSMUSG00000037994	-1.524049908	0.376029502	-1.079545364	0.062618127	0.862	0.068	0.557	0.594	0.127	0.42	0	0.073
ENSMUSG00000020368	0.340280919	0.376063768	9.396399107	0.062648508	566.187	664.653	554.65	726.567	651.611	688.782	724.769	769.931
ENSMUSG00000003134	-0.342980598	0.376261371	4.530263525	0.062780176	24.953	26.797	34.761	22.439	17.411	16.463	20.221	22.097
ENSMUSG00000005907	0.260988939	0.376261371	5.045292378	0.062774908	31.937	32.288	30.377	32.22	33.754	35.258	35.706	30.761
ENSMUSG00000035900	-0.43873831	0.376261371	2.892763409	0.062729141	8.561	9.443	8.909	8.646	4.325	4.978	7.309	6.715
ENSMUSG00000045672	0.33420741	0.376261371	4.746133466	0.062779087	21.834	30.57	18.931	28.709	30.087	25.191	28.628	28.392
ENSMUSG00000005583	-0.37875658	0.376349038	3.895042655	0.062995498	23.615	16.44	18.166	12.804	10.559	13.615	14.686	9.634
ENSMUSG00000015839	-0.325430499	0.376349038	6.965491386	0.062868452	117.328	163.854	132.52	172.386	102.601	95.544	105.105	113.858
ENSMUSG00000020776	0.327518507	0.376349038	4.821183914	0.062968945	25.051	30.706	27.701	22.637	24.426	25.73	31.944	35.69
ENSMUSG00000022109	0.468089791	0.376349038	2.791617799	0.062965457	6.723	5.978	7.099	4.488	9.414	8.037	7.783	4.671
ENSMUSG00000023921	0.279306192	0.376349038	7.864734162	0.062964121	246.263	199.178	220.009	226.042	246.994	242.309	244.455	230.344
ENSMUSG00000024583	0.281389961	0.376349038	6.194808958	0.062840608	65.904	69.087	70.436	73.785	70.606	69.214	78.304	83.861
