ID	Log2FC	FDR	AveExpr	P value	MUP-uPA CPM 1	MUP-uPA CPM 2	MUP-uPA CPM 3	MUP-uPA CPM 4	MuP-uPA/sgp130_BGP-15_CPM 1	MuP-uPA/sgp130_BGP-15_CPM 2	MuP-uPA/sgp130_BGP-15_CPM 3	MuP-uPA/sgp130_BGP-15_CPM 4
ENSMUSG00000024987	-2.86630803	0.001437584	1.897195372	1.87E-05	1.644	3.444	20.171	1.967	0.395	0.772	1.199	0.835
ENSMUSG00000027654	-3.859136831	0.001466543	-0.537877033	1.92E-05	0.786	0.51	2.46	0.475	0.237	0	0	0
ENSMUSG00000020810	-1.187812568	0.001512619	4.286242404	1.99E-05	42.108	16.901	42.446	14.31	10.422	10.743	11.429	12.589
ENSMUSG00000002831	-1.294780675	0.001770088	4.52794992	2.33E-05	31.17	41.2	19.398	40.895	19.896	10.462	7.273	13.493
ENSMUSG00000020914	-1.951711277	0.001804883	3.570425364	2.39E-05	28.954	7.908	39.358	5.29	6.553	5.126	2.398	4.382
ENSMUSG00000108709	2.481255837	0.001824346	1.573692107	2.43E-05	1.287	0.893	0.281	1.153	3.395	3.3	10.71	1.391
ENSMUSG00000035284	0.779747339	0.001824851	6.120655537	2.45E-05	64.556	57.973	45.964	44.218	96.32	90.575	76.967	73.306
ENSMUSG00000038583	1.982729871	0.001824851	2.171028531	2.45E-05	3.02	1.787	0.967	1.642	4.642	2.406	12.212	7.646
ENSMUSG00000036905	-1.018322326	0.001929968	5.794354452	2.61E-05	101.659	44.516	108.304	61.987	39.239	37.073	22.059	42.287
ENSMUSG00000114104	1.627345116	0.001999239	1.3819451	2.72E-05	1.787	0.51	1.757	1.153	3.474	3.37	4.316	3.338
ENSMUSG00000037902	-0.999672949	0.002031529	5.735426599	2.77E-05	94.724	44.389	116.316	48.559	32.212	37.775	28.533	37.349
ENSMUSG00000025203	-1.711042497	0.002055558	5.566335534	2.82E-05	95.368	28.253	167.551	26.789	15.238	19.941	24.057	25.177
ENSMUSG00000055301	0.961766301	0.00213217	4.145153397	2.94E-05	13.083	9.694	14.548	12.75	33.159	21.485	20.061	14.745
ENSMUSG00000075014	-4.764563352	0.002151761	4.954903015	2.98E-05	252.789	2.615	1.265	4.544	1.5	0.913	3.037	2.852
ENSMUSG00000000552	-1.352504798	0.002195362	2.08704445	3.05E-05	3.86	5.74	7.801	6.985	2.211	2.317	2.238	2.017
ENSMUSG00000030774	-1.320938057	0.002247582	3.007484651	3.14E-05	15.299	5.357	19.327	8.41	3.869	4.915	4.316	4.103
ENSMUSG00000041431	-2.740903652	0.00228174	1.015302421	3.20E-05	4.003	0.893	8.363	0.814	0.632	0.491	0.4	0.278
ENSMUSG00000023913	-1.389766657	0.002307122	2.42619172	3.26E-05	10.626	5.547	9.762	6.02	2.29	2.587	1.598	4.487
ENSMUSG00000041737	-1.860225248	0.002359125	0.88362385	3.34E-05	2.216	3.061	2.671	2.916	0.947	0.281	0.559	0.974
ENSMUSG00000002111	-1.171637943	0.002385179	2.630702704	3.42E-05	12.296	5.612	10.472	7.053	3.632	3.019	3.357	4.173
ENSMUSG00000030095	-0.822407825	0.002385179	4.026241862	3.43E-05	22.591	15.051	29.378	20.142	11.053	11.234	11.669	10.711
ENSMUSG00000039202	-1.030602129	0.002385179	7.756263662	3.41E-05	460.611	162.95	403.766	216.276	147.48	127.507	135.552	134.163
ENSMUSG00000074768	1.225921038	0.002392855	11.14526671	3.45E-05	2106.028	1198.371	1497.836	936.518	2636.49	2275.609	4176.058	3033.451
ENSMUSG00000044678	-4.546913194	0.00242069	-0.417288864	3.51E-05	2.642	0	1.546	0.678	0	0	0.08	0.07
ENSMUSG00000106432	1.641418508	0.002462437	1.564666192	3.59E-05	2.145	0.702	1.757	1.289	4.816	2.528	5.595	3.686
ENSMUSG00000031906	-1.069876601	0.002538979	3.967440303	3.72E-05	23.872	15.571	32.008	17.608	5.599	8.392	11.672	12.446
ENSMUSG00000050069	1.038487437	0.002559199	3.752746028	3.76E-05	5.076	10.651	11.667	8.884	14.29	16.921	17.024	20.657
ENSMUSG00000045932	-1.016119751	0.002612551	3.972745174	3.86E-05	27.381	16.008	29.307	15.666	10.816	13.902	7.033	7.72
ENSMUSG00000027375	-1.961573156	0.002654558	1.706132278	3.94E-05	9.365	1.786	7.239	2.848	0.711	1.194	1.199	1.669
ENSMUSG00000032815	-2.307792996	0.002675678	0.290710864	3.99E-05	2.213	1.385	3.161	0.747	0.318	0.491	0.16	0.348
ENSMUSG00000034981	-1.926463171	0.002720482	0.755277947	4.07E-05	3.717	1.339	3.303	1.899	0.474	0.562	0.879	0.487
ENSMUSG00000006800	-0.884459488	0.002733296	3.81622502	4.13E-05	19.874	16.136	24.601	15.548	10.106	11.955	6.314	9.181
ENSMUSG00000047139	-1.345941624	0.002733296	4.320008621	4.12E-05	40.249	12.947	54.468	15.802	9.553	8.706	12.388	12.102
ENSMUSG00000102602	1.030060142	0.002854022	3.34045465	4.33E-05	9.58	5.102	6.185	6.782	14.053	8.636	15.186	13.701
ENSMUSG00000042784	-2.157116642	0.002960224	1.609315822	4.51E-05	7.006	1.786	9.137	2.441	1.658	0.562	0.4	1.391
ENSMUSG00000030968	1.001932919	0.002965811	2.95514494	4.53E-05	4.504	5.102	5.321	6.172	9.632	11.021	7.825	10.632
ENSMUSG00000029309	-1.536792751	0.003007689	5.305677675	4.62E-05	92.723	25.128	113.223	24.754	13.501	16.5	21.739	25.386
ENSMUSG00000022488	-0.919082726	0.003043632	4.152139385	4.69E-05	32.242	15.115	32.751	18.176	12.237	13.06	9.431	12.032
ENSMUSG00000027801	-0.830633333	0.003052699	4.954167312	4.75E-05	55.333	29.911	54.749	28.077	21.948	19.73	21.18	22.256
ENSMUSG00000058207	1.195426545	0.003052699	12.70832968	4.73E-05	6272.833	3210.282	4292.994	3412.128	7061.616	9815.241	10245.288	8527.818
ENSMUSG00000027356	-1.860449925	0.003133896	1.879652783	4.89E-05	9.151	1.658	9.488	3.527	1.184	1.545	1.279	1.739
ENSMUSG00000032360	2.308369531	0.003156995	0.731356054	4.95E-05	0.071	0.957	0.211	0.814	3.316	1.896	1.838	2.921
ENSMUSG00000027699	-1.887574102	0.003184048	2.121975951	5.01E-05	6.577	2.87	16.165	3.052	2.132	1.896	1.359	1.391
ENSMUSG00000036887	-0.905090332	0.003195262	5.870861054	5.05E-05	101.373	48.215	103.876	70.057	38.686	46.341	25.816	45.277
ENSMUSG00000102828	-5.702116863	0.003220529	-1.391699764	5.11E-05	0	0.603	0.537	0.701	0	0	0	0
ENSMUSG00000031004	-1.839663992	0.003339861	4.760654918	5.33E-05	60.981	15.498	96.496	12.479	15.711	12.358	6.474	10.711
ENSMUSG00000033880	-0.738212834	0.003500511	6.708123673	5.60E-05	150.701	107.018	173.525	119.769	72.477	94.507	64.179	69.203
ENSMUSG00000028838	1.524580404	0.003516967	2.271409462	5.65E-05	0.929	3.316	2.179	3.459	7.342	8.215	5.675	5.703
ENSMUSG00000029561	-1.246222599	0.003558292	4.024385016	5.74E-05	38.104	11.544	33.665	14.31	10.895	11.234	6.074	8.485
ENSMUSG00000038943	-2.173324644	0.003582505	2.549114867	5.81E-05	13.071	2.757	22.288	2.758	3.235	1.967	1.459	1.216
ENSMUSG00000020330	-2.510417985	0.00359226	2.068056646	5.86E-05	7.435	2.36	19.398	0.949	1.342	0.913	0.959	1.321
ENSMUSG00000033590	-2.070448348	0.00359226	0.849487239	5.87E-05	3.074	0.957	5.06	2.238	0.868	0.632	0.32	0.556
ENSMUSG00000049723	-1.427422154	0.003819106	3.130009309	6.28E-05	12.797	7.015	26.918	7.392	4.658	4.845	5.435	2.852
ENSMUSG00000052776	-1.42576419	0.003819106	2.754808268	6.32E-05	17.444	5.102	12.51	6.104	2.842	4.845	2.398	3.547
ENSMUSG00000059908	1.043797455	0.003819106	12.00055425	6.31E-05	3027.251	2736.928	2290.398	3032.407	5115.157	5263.321	5332.006	5445.192
ENSMUSG00000030409	-0.836301688	0.003954592	3.965783901	6.57E-05	22.591	13.521	27.41	20.346	9.158	11.796	9.671	11.893
ENSMUSG00000076431	-1.352559275	0.003976692	2.932980292	6.63E-05	14.409	5.529	18.923	7.354	3.586	2.891	3.986	5.587
ENSMUSG00000042961	-1.605291967	0.00398623	1.293249602	6.68E-05	3.575	1.977	6.044	3.052	1.026	1.123	0.959	1.182
ENSMUSG00000102049	0.890359488	0.00398623	5.129792651	6.70E-05	32.242	26.627	24.921	18.553	57.953	44.714	43.968	27.587
ENSMUSG00000028637	1.350736002	0.00405041	1.63953264	6.83E-05	1.358	1.786	1.968	1.899	3.948	5.406	3.517	3.686
ENSMUSG00000026890	-1.185708991	0.004164296	3.90930593	7.05E-05	11.581	26.34	16.446	29.501	10.106	8.145	6.714	9.876
ENSMUSG00000052151	-0.965671077	0.00422821	3.641495507	7.21E-05	20.232	12.819	23.896	12.275	5.921	10.392	6.554	9.042
ENSMUSG00000089669	-1.671698247	0.00422821	2.26062606	7.21E-05	12.327	3.367	10.011	4.529	1.273	1.326	3.268	2.519
ENSMUSG00000023015	-2.27550902	0.004363709	1.80561614	7.47E-05	5.934	2.806	13.986	1.289	0.632	1.826	0.639	1.182
ENSMUSG00000021795	-1.878299378	0.004457891	1.634050762	7.66E-05	6.22	2.232	9.488	2.035	1.579	0.772	0.959	1.461
ENSMUSG00000022237	0.731606673	0.004497806	5.141398856	7.82E-05	25.379	28.827	27.48	28.009	36.791	35.809	49.953	45.486
ENSMUSG00000026605	-2.133479936	0.004497806	2.793057155	7.80E-05	13.083	4.72	27.48	2.984	3.711	2.668	0.719	2.504
ENSMUSG00000103772	2.107849617	0.004497806	-0.073287454	7.79E-05	0.572	0.255	0.422	0.068	1.579	1.194	1.199	1.252
ENSMUSG00000040552	-1.160506529	0.004527684	3.683894045	7.90E-05	29.025	9.758	25.512	11.055	8.685	5.617	7.273	8.485
ENSMUSG00000006527	0.751230719	0.004601769	4.14920653	8.06E-05	17.873	11.225	14.689	11.529	24.317	23.17	17.663	19.822
ENSMUSG00000023044	-1.351641563	0.004646192	6.528755427	8.17E-05	51.258	162.695	114.418	208.477	51.397	35.387	46.996	65.239
ENSMUSG00000025453	1.901813094	0.004773021	3.582650045	8.43E-05	8.211	2.404	5.712	5.01	34.614	15.564	2.86	19.652
ENSMUSG00000027870	-3.55114917	0.004888704	0.073530834	8.66E-05	0.429	2.679	0.843	2.577	0	0.491	0	0
ENSMUSG00000035775	-3.338573586	0.004971901	0.075546282	8.85E-05	3.217	0.446	2.108	1.153	0	0	0	0.556
ENSMUSG00000046070	0.841582028	0.004971901	4.835210542	8.87E-05	15.585	23.534	20.522	24.279	33.475	42.479	36.685	27.264
ENSMUSG00000005054	-0.749160928	0.005011902	4.391278344	9.08E-05	34.744	21.046	34.227	20.617	13.974	16.219	14.466	14.884
ENSMUSG00000034708	-0.74307192	0.005011902	6.799398116	9.05E-05	177.582	101.023	179.99	130.756	85.267	86.362	62.661	85.339
ENSMUSG00000060548	-0.980400968	0.005011902	3.191630421	9.04E-05	9.008	10.268	18.765	12.072	6.553	5.968	5.275	5.355
ENSMUSG00000099517	-2.774538625	0.005011902	-0.638451479	9.04E-05	1.287	0.51	1.265	0.543	0.158	0.211	0	0.07
ENSMUSG00000035954	0.730551668	0.005021105	5.212029915	9.15E-05	28.954	30.996	26.285	28.891	55.029	35.528	42.84	43.678
ENSMUSG00000079523	-1.137254008	0.005021105	3.782154488	9.16E-05	25.951	11.033	31.697	11.733	6.395	6.951	8.552	10.572
ENSMUSG00000026536	-1.453359664	0.005027118	2.654068866	9.20E-05	16.371	4.847	11.807	5.493	3.316	3.932	1.598	3.686
ENSMUSG00000104389	2.698981893	0.005065994	-0.411523077	9.31E-05	0.214	0.191	0.211	0.068	1.974	0.421	0.559	1.321
ENSMUSG00000029269	0.709262268	0.005093922	4.272063608	9.39E-05	12.725	15.817	15.813	16.073	23.764	21.204	22.299	24.134
ENSMUSG00000031434	-1.33146142	0.00523431	2.033095914	9.69E-05	6.22	4.528	5.693	6.985	2.605	1.194	1.758	2.991
ENSMUSG00000003545	3.67144607	0.005361686	0.82909926	9.96E-05	0.643	0.128	0.211	0.068	0.395	0.281	9.431	1.947
ENSMUSG00000037820	-0.775286768	0.005373726	7.529606827	0.000100147	309.698	175.312	322.969	182.756	121.817	136.289	125.722	138.275
ENSMUSG00000041406	-1.786521086	0.005419554	0.458360049	0.000101357	1.734	1.407	2.869	1.9	0.477	0.725	0.4	0.449
ENSMUSG00000020120	-0.969536962	0.00549135	3.94292606	0.00010306	32.957	12.114	25.782	15.192	9.553	10.672	9.591	9.598
ENSMUSG00000024679	-1.671954516	0.005581808	1.507414667	0.000105144	6.506	2.296	5.904	2.713	1.658	0.562	1.199	1.461
ENSMUSG00000026840	-1.454742996	0.005581808	3.369511101	0.000105788	25.232	5.111	24.532	9.698	4.111	4.634	4.636	7.372
ENSMUSG00000036872	-2.48589789	0.005581808	-0.156446298	0.00010603	1.43	0.574	2.46	0.882	0.079	0.281	0.32	0.139
ENSMUSG00000038599	2.633884175	0.005581808	2.759968647	0.000106405	1.072	1.403	0	4.883	7.027	8.917	12.149	15.997
ENSMUSG00000040675	-1.683674416	0.005581808	1.293165329	0.000106817	4.861	1.85	5.763	2.441	0.947	0.632	1.359	1.182
ENSMUSG00000061825	0.667368374	0.005581808	6.316320252	0.000106955	67.63	58.356	64.729	65.717	75.319	104.196	93.112	101.474
ENSMUSG00000029622	-0.658118601	0.005688451	5.153885699	0.000109372	53.6	34.82	53.79	40.769	23.464	27.649	26.306	27.934
ENSMUSG00000090090	1.388909655	0.005778688	1.871910672	0.000111486	1.287	1.666	2.39	2.793	3.265	5.897	5.675	4.828
ENSMUSG00000029304	-1.298505569	0.005882184	7.364150282	0.000113887	309.829	96.039	485.991	129.262	88.109	86.432	91.103	99.04
ENSMUSG00000044167	0.63957423	0.005882184	4.681656833	0.000114255	23.163	18.942	20.097	21.092	30.001	29.138	30.052	30.115
ENSMUSG00000027715	-1.963426877	0.00595687	2.487213638	0.000116126	9.261	4.448	21.739	2.359	3.204	1.066	2.021	2.177
ENSMUSG00000070368	1.804388309	0.00595687	1.22445804	0.000116487	0.73	0.893	2.038	0.543	2.369	5.477	3.418	2.017
ENSMUSG00000028268	-0.992624407	0.005991729	4.026937263	0.000117787	28.739	15.817	27.902	18.583	9.395	14.604	5.595	11.824
ENSMUSG00000071001	-3.397771791	0.005991729	-0.618151412	0.000117955	1.716	0.128	0.984	1.017	0	0	0.08	0.209
ENSMUSG00000104469	1.868444348	0.006011544	0.342812505	0.00011874	0.858	0.446	0.422	0.339	2.29	2.177	1.119	1.391
ENSMUSG00000078597	0.689025783	0.006174484	5.997631318	0.000122363	56.334	52.935	45.894	47.745	88.899	84.466	61.622	67.603
ENSMUSG00000035493	-0.763958852	0.006239043	5.987053841	0.000124052	102.088	60.524	117.651	58.867	52.029	45.639	39.003	43.469
ENSMUSG00000030220	-0.85936789	0.006397921	4.179620016	0.000127631	29.74	14.924	33.876	20.075	13.027	10.462	10.31	15.162
ENSMUSG00000095280	-5.170407296	0.006476071	3.464422638	0.000129615	90.364	0.638	0.633	1.017	0.316	0.351	1.519	0
ENSMUSG00000111977	-1.927760793	0.006527239	0.479868727	0.000131067	2.86	1.148	3.022	1.289	0.316	0.351	0.559	0.696
ENSMUSG00000046722	-0.700288311	0.006643877	4.618254507	0.000134258	36.246	23.279	42.52	25.975	17.132	17.343	17.663	19.126
ENSMUSG00000075706	-0.641647136	0.006643877	7.39656159	0.000134281	217.044	187.505	238.254	215.326	123.637	120.977	127.799	131.729
ENSMUSG00000030541	-0.662435975	0.00667404	6.910304139	0.000136205	137.047	152.044	163.053	159.85	98.136	96.122	78.646	84.295
ENSMUSG00000033220	-1.112356179	0.00667404	2.540993629	0.000135918	9.222	5.293	9.91	8.206	3.948	3.792	1.998	3.964
ENSMUSG00000050097	2.626459699	0.00667404	1.650414033	0.000135743	1.716	0.191	1.546	0.271	0.711	4.564	10.63	4.103
ENSMUSG00000017754	-1.223920402	0.007091852	5.075639461	0.000145415	23.653	77.23	31.257	56.956	20.235	18.994	16.487	21.493
ENSMUSG00000039683	-2.48188161	0.007091852	-0.172007771	0.000145662	1.859	0.702	2.179	0.543	0.237	0.14	0.08	0.348
ENSMUSG00000033059	-1.395677366	0.007174725	3.691523901	0.000147835	26.237	7.462	36.617	10.105	5.132	5.547	6.953	9.181
ENSMUSG00000029161	-1.19407837	0.00718459	2.077577568	0.00014851	8.007	4.337	5.904	5.493	2.447	1.685	2.877	2.434
ENSMUSG00000105933	1.498752284	0.00726867	1.262235043	0.000150725	1.501	1.212	1.195	1.085	3.079	2.879	4.955	2.087
ENSMUSG00000028832	-1.238734861	0.007697395	3.139618519	0.000160625	14.227	7.207	24.388	6.646	5.606	4.423	4.396	5.286
ENSMUSG00000052336	-1.742626302	0.007697395	3.177061875	0.000160393	21.018	7.079	26.285	5.019	1.184	4.774	5.355	4.173
ENSMUSG00000041238	-0.800339138	0.007719453	3.764759334	0.000161592	22.019	12.245	23.896	14.31	9	10.251	9.671	8.624
ENSMUSG00000058818	-1.085587547	0.00778725	2.920781672	0.000163523	12.082	7.079	13.283	10.105	5.921	4.915	2.238	5.147
ENSMUSG00000004730	-0.840090737	0.008033367	4.211062551	0.000169218	25.093	18.368	28.183	27.128	18.08	11.936	7.992	12.658
ENSMUSG00000003779	-1.910079117	0.008039552	2.627559469	0.000170403	9.961	3.907	25.42	2.434	3.014	2.311	2.342	1.959
ENSMUSG00000029674	-1.124046769	0.008039552	2.278170274	0.000169999	7.078	5.931	7.661	6.239	4.105	2.457	1.838	2.921
ENSMUSG00000030117	-2.703812782	0.008051868	0.302991526	0.000171193	2.574	0.957	4.287	0.203	0.237	0.281	0.32	0.209
ENSMUSG00000033849	1.499233275	0.008233519	1.822061112	0.000175595	3.432	1.447	1.234	1.434	7.106	3.3	5.515	3.617
ENSMUSG00000027070	1.219389519	0.008258573	3.621538977	0.000177034	5.219	8.227	4.287	12.004	17.527	12.989	12.308	22.743
ENSMUSG00000030707	-1.360377756	0.008258573	1.796980188	0.000178612	6.434	3.316	7.45	3.12	2.369	1.615	1.519	1.6
ENSMUSG00000035413	-1.209509074	0.008258573	2.822025868	0.000178839	9.365	8.674	15.813	6.985	6.553	4.002	3.197	2.295
ENSMUSG00000081534	-0.625990783	0.008258573	5.039883658	0.000177352	43.609	32.59	50.743	40.217	25.027	25.628	21.42	26.707
ENSMUSG00000105906	-2.880903189	0.008258573	-0.978671999	0.000178177	0.5	0.893	0.633	0.543	0.079	0.07	0	0.139
ENSMUSG00000075517	1.175485374	0.008312022	2.808533796	0.000180542	4.289	3.954	3.163	6.036	14.211	6.53	7.273	8.833
ENSMUSG00000024300	-0.978075055	0.008405653	3.138840778	0.000183127	14.727	6.952	17.078	10.105	6.711	5.898	4.795	4.938
ENSMUSG00000031779	-1.992907877	0.008445391	0.79668447	0.00018621	2.788	1.148	5.693	1.221	0.553	0.632	0.559	0.626
ENSMUSG00000046818	-1.538884054	0.008445391	1.809696173	0.000186114	5.433	2.424	9.839	3.662	1.105	1.545	1.678	2.156
ENSMUSG00000052562	0.786438451	0.008445391	6.475646371	0.000186079	53.475	77.872	59.739	77.111	131.769	106.303	107.019	86.938
ENSMUSG00000084788	1.80039414	0.008445391	0.407525447	0.000185992	0.214	0.383	1.054	0.61	1.974	1.615	1.998	1.669
ENSMUSG00000050359	-2.693469738	0.00854991	1.135082905	0.000189075	4.432	0.638	9.839	0.543	0.711	0.351	0.48	0.487
ENSMUSG00000069892	-0.843464103	0.008677102	3.856670406	0.000192458	26.38	12.883	23.755	15.124	12.632	8.987	8.872	8.902
ENSMUSG00000024851	-1.066115873	0.008754342	2.54565272	0.000194745	9.079	5.357	9.277	8.613	3.553	3.862	2.238	4.382
ENSMUSG00000078853	-0.763452403	0.008824487	4.773547323	0.000196885	32.814	34.886	36.125	38.318	20.685	25.487	12.788	18.5
ENSMUSG00000022587	-1.018245846	0.008831164	9.144217105	0.000198772	1056.339	454.922	1119.511	608.747	241.432	414.539	345.913	430.101
ENSMUSG00000022947	-2.561223454	0.008831164	0.967137723	0.000198597	5.147	1.339	5.763	0.949	0.079	0.702	0.08	1.043
ENSMUSG00000040170	-0.969191006	0.008831164	4.968946687	0.000198509	65.342	21.939	57.56	31.943	15.395	18.887	23.178	23.091
ENSMUSG00000037795	0.709712025	0.008888049	5.356023222	0.000200636	32.742	33.037	28.956	33.706	62.134	46.341	48.594	37.611
ENSMUSG00000032076	-0.614250249	0.008932218	6.135537432	0.000202788	86.217	77.362	118.283	75.551	55.108	55.047	50.033	52.511
ENSMUSG00000064215	-0.662646635	0.008932218	6.709929395	0.000202805	159.495	107.847	124.047	143.845	77.372	79.06	67.376	86.799
ENSMUSG00000033355	-0.765677655	0.00893391	5.084707634	0.00020343	52.76	35.862	57.42	33.978	26.424	29.21	15.614	24.919
ENSMUSG00000030681	-0.709341067	0.009035461	5.451917387	0.000206335	72.744	39.548	72.601	44.929	28.58	36.244	29.812	32.26
ENSMUSG00000059089	-1.297398992	0.009124908	2.212236234	0.000208977	9.008	3.89	6.747	7.121	2.526	2.598	1.199	3.547
ENSMUSG00000058135	-0.84040802	0.009150561	9.528435884	0.000210164	818.562	904.677	1362.614	894.131	501.576	429.354	516.872	580.609
ENSMUSG00000078922	-1.740920662	0.009158304	3.385771714	0.000210943	25.667	3.572	26.767	12.607	4.331	7.278	1.519	5.017
ENSMUSG00000042331	-1.044152332	0.009403672	2.787932749	0.000217212	11.581	6.378	12.861	7.731	4.895	5.477	3.597	2.921
ENSMUSG00000022679	0.837460367	0.009426472	5.021672768	0.000219422	23.02	28.062	24.177	21.092	26.291	34.545	54.109	43.539
ENSMUSG00000042842	-1.253441705	0.009426472	3.080735797	0.000218946	18.016	6.633	19.749	6.036	4.105	3.862	4.636	6.12
ENSMUSG00000045934	-1.051501607	0.009426472	3.141878615	0.000220831	14.681	7.5	20.162	7.778	4.683	5.42	5.896	5.558
ENSMUSG00000086432	1.250497859	0.009426472	4.73009045	0.000220557	15.536	10.748	12.625	25.766	22.139	33.065	62.945	23.617
ENSMUSG00000106443	1.43259955	0.009426472	1.446856712	0.000219758	1.93	1.85	0.984	1.085	3.79	2.668	4.875	3.338
ENSMUSG00000107709	2.072542365	0.009445657	-0.092891109	0.000221901	0.286	0.319	0.351	0.339	1.658	1.404	1.598	0.487
ENSMUSG00000070315	0.68658206	0.009731681	4.742815706	0.000229897	24.207	17.926	21.237	22.041	31.702	40.934	26.686	26.916
ENSMUSG00000113065	1.353778458	0.009731681	1.574805005	0.000229671	2.359	1.786	1.054	1.492	4.737	3.651	4.556	2.921
ENSMUSG00000079547	-1.324568626	0.009906766	2.176780279	0.000234684	9.58	3.316	9.769	4.069	1.974	2.668	2.398	2.434
ENSMUSG00000063730	0.775711238	0.010022488	4.932935656	0.000238083	16.943	27.871	23.474	24.212	42.397	42.83	30.691	31.715
ENSMUSG00000027829	0.778045429	0.010034667	5.511245317	0.00023903	42.07	26.525	39.614	32.922	44.746	43.723	78.221	52.82
ENSMUSG00000029231	-1.178999546	0.010037326	5.255817618	0.000239752	98.37	27.934	77.801	24.347	19.602	20.643	23.658	25.316
ENSMUSG00000029499	0.660152388	0.01010868	6.499112064	0.00024212	70.775	81.698	68.454	69.108	91.267	107.216	114.932	110.307
ENSMUSG00000060803	0.722768036	0.010152533	8.050088403	0.000243837	227.553	225.898	179.077	196.201	292.356	288.717	351.588	330.853
ENSMUSG00000061119	-0.761054361	0.010255802	3.818358331	0.00024699	18.587	13.457	26.847	15.463	10.658	9.198	9.831	10.015
ENSMUSG00000035561	-1.145273925	0.010318288	5.674460154	0.000249172	115.028	31.506	116.105	41.234	22.501	32.228	32.05	34.497
ENSMUSG00000009545	-1.508104933	0.010415332	1.385419761	0.000252882	5.147	2.105	5.952	2.306	1.263	0.913	1.279	1.391
ENSMUSG00000041471	0.892771322	0.010415332	5.743290009	0.000252579	51.187	33.866	43.223	29.501	53.134	40.934	94.391	76.854
ENSMUSG00000015880	-2.317372154	0.010459132	0.97007784	0.000254632	4.796	1.716	5.971	0.428	0.991	0.359	0.336	0.573
ENSMUSG00000038305	-1.415567242	0.010630973	2.531250314	0.000259513	10.867	3.699	16.516	4.34	2.605	3.16	2.638	3.269
ENSMUSG00000031538	-1.964933582	0.010674974	2.179316853	0.000261288	10.724	2.806	14.97	1.831	0.868	1.194	2.078	2.573
ENSMUSG00000059325	0.939245495	0.010751955	3.991845514	0.000263878	12.529	12.168	9.214	10.94	10.961	19.554	23.79	25.008
ENSMUSG00000020123	0.994916027	0.01083757	5.953270601	0.00026669	27.381	59.376	26.777	53.713	75.477	82.571	77.127	80.679
ENSMUSG00000032068	-1.181765144	0.010932063	2.921233867	0.000269733	8.274	7.012	20.311	8.342	4.184	2.962	5.035	5.147
ENSMUSG00000020099	-1.108326335	0.010932835	3.875035185	0.000270469	25.165	10.459	37.46	12.547	6.632	8.496	9.431	10.572
ENSMUSG00000020638	-0.933282527	0.01102612	3.682256736	0.0002735	20.375	13.457	22.982	13.632	10.5	11.515	4.875	6.607
ENSMUSG00000027737	-2.504686406	0.01113708	0.311735788	0.000276984	4.718	0.574	1.476	1.085	0.079	0.351	0.559	0.209
ENSMUSG00000049313	-0.976303421	0.011352591	3.339433646	0.000283088	20.232	9.694	16.586	9.63	4.421	6.811	5.994	8.416
ENSMUSG00000005413	-0.840087348	0.011374816	3.850445079	0.000284389	25.593	12.883	18.484	20.007	10.974	9.9	6.554	11.824
ENSMUSG00000029810	-0.756824323	0.011445461	7.348039485	0.000286906	262.869	145.475	299.961	162.766	103.663	115.922	107.499	136.945
ENSMUSG00000031995	-1.714822268	0.01147876	2.302062517	0.000288494	11.295	1.594	14.689	4.273	2.053	2.177	2.078	2.156
ENSMUSG00000023992	-1.405123621	0.011591181	2.29890112	0.00029208	10.795	3.253	11.667	4.069	1.895	2.598	2.158	3.269
ENSMUSG00000106166	1.794607058	0.011708663	1.164129237	0.000295809	1.859	0.829	1.265	0.136	3.553	2.106	4.316	2.782
